month,product_group_id,product_group_name,market_revenue,revenue_amazon
2019-06-01,6,Microwave Cookers,1619248572.0,166044507.9717193
2019-07-01,6,Microwave Cookers,1029043580.0,123552245.31321792
2019-08-01,6,Microwave Cookers,1811749599.0,265178468.8426211
2019-09-01,6,Microwave Cookers,1271372608.0,163193548.80557552
2019-10-01,6,Microwave Cookers,1206215119.0,146908932.2022479
2019-11-01,6,Microwave Cookers,1754467897.0,175872722.7553857
2019-12-01,6,Microwave Cookers,1651122728.0,193543211.9993054
2020-01-01,6,Microwave Cookers,1964999701.0,279868330.6278563
2020-02-01,6,Microwave Cookers,1740948236.0,252610002.1085484
2020-03-01,6,Microwave Cookers,1941783380.0,226265370.36213505
2020-04-01,6,Microwave Cookers,1357975584.0,159539142.7558329
2020-05-01,6,Microwave Cookers,1917512538.0,269731197.8489634
2020-06-01,6,Microwave Cookers,1679836897.0,241127167.63630515
2020-07-01,6,Microwave Cookers,1885544537.0,231390159.61718196
2020-08-01,6,Microwave Cookers,1982378857.0,203918742.61646536
2020-09-01,6,Microwave Cookers,1140521446.0,137086279.61235672
2020-10-01,6,Microwave Cookers,1332537728.0,150146847.62519354
2020-11-01,6,Microwave Cookers,1483447846.0,177144803.9974207
2020-12-01,6,Microwave Cookers,1481178850.0,205687579.94450417
2021-01-01,6,Microwave Cookers,1090212496.0,155047285.04156184
2021-02-01,6,Microwave Cookers,1922435253.0,212670234.61173177
2021-03-01,6,Microwave Cookers,1628701641.0,229131034.70950225
2021-04-01,6,Microwave Cookers,1468431156.0,169683523.532084
2021-05-01,6,Microwave Cookers,1832427849.0,197920781.69701347
2021-06-01,6,Microwave Cookers,1887266445.0,222564648.64554
2021-07-01,6,Microwave Cookers,1810175733.0,190602702.5293812
2021-08-01,6,Microwave Cookers,1992277143.0,228689892.1238761
2021-09-01,6,Microwave Cookers,1362402175.0,177519689.12685108
2021-10-01,6,Microwave Cookers,1454296630.0,205154740.64525813
2021-11-01,6,Microwave Cookers,1254283660.0,135214934.4016436
2021-12-01,6,Microwave Cookers,1718370592.0,196240144.19749147
2022-01-01,6,Microwave Cookers,1173510080.0,120918544.7652011
2022-02-01,6,Microwave Cookers,1018995681.0,133956363.71124956
2022-03-01,6,Microwave Cookers,1725423019.0,176895895.04405156
2022-04-01,6,Microwave Cookers,1729083874.0,219294248.2687457
2022-05-01,6,Microwave Cookers,1901194481.0,284181210.81299746
2022-06-01,6,Microwave Cookers,1186787301.0,122346145.19267212
2022-07-01,6,Microwave Cookers,1844367623.0,212751033.66462004
2022-08-01,6,Microwave Cookers,1645214117.0,216126856.90134543
2022-09-01,6,Microwave Cookers,1786030280.0,212174797.9109403
2022-10-01,6,Microwave Cookers,1373843856.0,191394883.6586725
2022-11-01,6,Microwave Cookers,1127998763.0,123217010.61094582
2022-12-01,6,Microwave Cookers,1258790117.0,147706619.90921608
2023-01-01,6,Microwave Cookers,1254411134.0,152977175.03951386
2023-02-01,6,Microwave Cookers,1582108661.0,178334116.56523782
2023-03-01,6,Microwave Cookers,1584126287.0,228273559.3889302
2023-04-01,6,Microwave Cookers,1408330393.0,181431505.04852623
2023-05-01,6,Microwave Cookers,1544147770.0,205008380.1646855
2023-06-01,6,Microwave Cookers,1769412451.0,188390586.0556045
2023-07-01,6,Microwave Cookers,1755905784.0,176945635.37688506
2023-08-01,6,Microwave Cookers,1191931003.0,160744440.5763367
2023-09-01,6,Microwave Cookers,1882558594.0,219080776.5335845
2023-10-01,6,Microwave Cookers,1660574285.0,200183529.5700504
2023-11-01,6,Microwave Cookers,1503598443.0,193885125.59580272
2023-12-01,6,Microwave Cookers,1471520709.0,159255071.033218
2024-01-01,6,Microwave Cookers,1881093068.0,211118834.8657059
2024-02-01,6,Microwave Cookers,1981779455.0,270435579.5145098
2024-03-01,6,Microwave Cookers,1681498964.0,221536682.24738705
2024-04-01,6,Microwave Cookers,1899993359.0,268157295.40347597
2024-05-01,6,Microwave Cookers,1834711710.0,208838333.90879565
2024-06-01,6,Microwave Cookers,1601382474.0,234588606.2295028
2024-07-01,6,Microwave Cookers,1385493513.0,150293698.81992653
2024-08-01,6,Microwave Cookers,1374558211.0,138117744.47738692
2024-09-01,6,Microwave Cookers,1329082668.0,167228915.39597893
2024-10-01,6,Microwave Cookers,1116633887.0,113151969.39549004
2024-11-01,6,Microwave Cookers,1070147399.0,123543635.24076337
2024-12-01,6,Microwave Cookers,1967519846.0,239671293.29228035
2025-01-01,6,Microwave Cookers,1644213760.0,223087920.0
2025-02-01,6,Microwave Cookers,1553175808.0,210748080.0
2025-03-01,6,Microwave Cookers,1643945472.0,196669904.0
2025-04-01,6,Microwave Cookers,1603867008.0,212441216.0
2025-05-01,6,Microwave Cookers,1626703232.0,235699504.0
2025-06-01,6,Microwave Cookers,1497819008.0,213615136.0
2025-07-01,6,Microwave Cookers,1497800576.0,186701184.0
2025-08-01,6,Microwave Cookers,1622975104.0,209276288.0
2025-09-01,6,Microwave Cookers,1373931264.0,171970608.0
2025-10-01,6,Microwave Cookers,1291381888.0,162832720.0
2025-11-01,6,Microwave Cookers,1279997696.0,165209936.0
2025-12-01,6,Microwave Cookers,1369852800.0,180443440.0
2019-01-01,7,Kitchen Ventilation Systems,1000000000.0,113385164.64615873
2019-02-01,7,Kitchen Ventilation Systems,1000000000.0,96133811.23587516
2019-03-01,7,Kitchen Ventilation Systems,1000000000.0,126618716.3322696
2019-04-01,7,Kitchen Ventilation Systems,1000000000.0,107469348.75319172
2019-05-01,7,Kitchen Ventilation Systems,1000000000.0,124042170.65707636
2019-06-01,7,Kitchen Ventilation Systems,1000000000.0,96976819.06179106
2019-07-01,7,Kitchen Ventilation Systems,1000000000.0,98895893.26418704
2019-08-01,7,Kitchen Ventilation Systems,1000000000.0,110115927.34442304
2019-09-01,7,Kitchen Ventilation Systems,1000000000.0,124523962.39877966
2019-10-01,7,Kitchen Ventilation Systems,1000000000.0,128348468.40597658
2019-11-01,7,Kitchen Ventilation Systems,1000000000.0,128377536.52478176
2019-12-01,7,Kitchen Ventilation Systems,1000000000.0,102767751.4038089
2020-01-01,7,Kitchen Ventilation Systems,1000000000.0,99392298.11978382
2020-02-01,7,Kitchen Ventilation Systems,1000000000.0,116847069.61868648
2020-03-01,7,Kitchen Ventilation Systems,1000000000.0,125758525.21095498
2020-04-01,7,Kitchen Ventilation Systems,1000000000.0,101105822.21681993
2020-05-01,7,Kitchen Ventilation Systems,1000000000.0,116723222.8123052
2020-06-01,7,Kitchen Ventilation Systems,1000000000.0,103572255.99633712
2020-07-01,7,Kitchen Ventilation Systems,1000000000.0,100295452.46636868
2020-08-01,7,Kitchen Ventilation Systems,1000000000.0,103994233.40350646
2020-09-01,7,Kitchen Ventilation Systems,1000000000.0,128508228.98189022
2020-10-01,7,Kitchen Ventilation Systems,1000000000.0,127352837.01954244
2020-11-01,7,Kitchen Ventilation Systems,1000000000.0,92307559.8254796
2020-12-01,7,Kitchen Ventilation Systems,1000000000.0,114238092.168837
2021-01-01,7,Kitchen Ventilation Systems,1000000000.0,119248159.05149496
2021-02-01,7,Kitchen Ventilation Systems,1000000000.0,120003637.69837044
2021-03-01,7,Kitchen Ventilation Systems,1000000000.0,117756016.84259824
2021-04-01,7,Kitchen Ventilation Systems,1000000000.0,102067552.92852378
2021-05-01,7,Kitchen Ventilation Systems,1000000000.0,115112938.70827436
2021-06-01,7,Kitchen Ventilation Systems,1000000000.0,128217879.35192709
2021-07-01,7,Kitchen Ventilation Systems,1000000000.0,103444312.54322629
2021-08-01,7,Kitchen Ventilation Systems,1000000000.0,92162545.66069695
2021-09-01,7,Kitchen Ventilation Systems,1000000000.0,92457279.13941528
2021-10-01,7,Kitchen Ventilation Systems,1000000000.0,90341110.5814547
2021-11-01,7,Kitchen Ventilation Systems,1000000000.0,125220264.70945098
2021-12-01,7,Kitchen Ventilation Systems,1000000000.0,110677639.17709382
2022-01-01,7,Kitchen Ventilation Systems,1000000000.0,102669623.9806627
2022-02-01,7,Kitchen Ventilation Systems,1000000000.0,97098639.70435251
2022-03-01,7,Kitchen Ventilation Systems,1000000000.0,102744322.54656357
2022-04-01,7,Kitchen Ventilation Systems,1000000000.0,128744027.13940877
2022-05-01,7,Kitchen Ventilation Systems,1000000000.0,115577686.32706836
2022-06-01,7,Kitchen Ventilation Systems,1000000000.0,112386508.1802034
2022-07-01,7,Kitchen Ventilation Systems,1000000000.0,108552861.6654764
2022-08-01,7,Kitchen Ventilation Systems,1000000000.0,90408193.57036132
2022-09-01,7,Kitchen Ventilation Systems,1000000000.0,103037713.45793578
2022-10-01,7,Kitchen Ventilation Systems,1000000000.0,101887315.89216083
2022-11-01,7,Kitchen Ventilation Systems,1000000000.0,98794222.25147057
2022-12-01,7,Kitchen Ventilation Systems,1000000000.0,115372255.67281328
2023-01-01,7,Kitchen Ventilation Systems,1000000000.0,115032500.65282065
2023-02-01,7,Kitchen Ventilation Systems,1000000000.0,114834665.32916889
2023-03-01,7,Kitchen Ventilation Systems,1000000000.0,110331473.8849398
2023-04-01,7,Kitchen Ventilation Systems,1000000000.0,104108074.43819264
2023-05-01,7,Kitchen Ventilation Systems,1000000000.0,115280520.74842691
2023-06-01,7,Kitchen Ventilation Systems,1000000000.0,90897341.01931375
2023-07-01,7,Kitchen Ventilation Systems,1000000000.0,129414402.23824464
2023-08-01,7,Kitchen Ventilation Systems,1000000000.0,97287098.44506828
2023-09-01,7,Kitchen Ventilation Systems,1000000000.0,116881527.84269768
2023-10-01,7,Kitchen Ventilation Systems,1000000000.0,94203986.36044064
2023-11-01,7,Kitchen Ventilation Systems,1000000000.0,96375529.23266289
2023-12-01,7,Kitchen Ventilation Systems,1000000000.0,110025177.67298916
2024-01-01,7,Kitchen Ventilation Systems,1000000000.0,91434320.64134648
2024-02-01,7,Kitchen Ventilation Systems,1000000000.0,121305278.90703575
2024-03-01,7,Kitchen Ventilation Systems,1000000000.0,104396706.28981131
2024-04-01,7,Kitchen Ventilation Systems,1000000000.0,91346069.09958452
2024-05-01,7,Kitchen Ventilation Systems,1000000000.0,99271763.80141616
2024-06-01,7,Kitchen Ventilation Systems,1000000000.0,119385947.31848946
2024-07-01,7,Kitchen Ventilation Systems,1000000000.0,128713257.99132422
2024-08-01,7,Kitchen Ventilation Systems,1000000000.0,122567033.68159196
2024-09-01,7,Kitchen Ventilation Systems,1000000000.0,115148234.99139166
2024-10-01,7,Kitchen Ventilation Systems,1000000000.0,126874143.47632349
2024-11-01,7,Kitchen Ventilation Systems,1000000000.0,92866296.52752574
2024-12-01,7,Kitchen Ventilation Systems,1000000000.0,125147795.66892973
2025-01-01,7,Kitchen Ventilation Systems,1000000000.0,105308064.0
2025-02-01,7,Kitchen Ventilation Systems,1000000000.0,109939152.0
2025-03-01,7,Kitchen Ventilation Systems,1000000000.0,109395688.0
2025-04-01,7,Kitchen Ventilation Systems,1000000000.0,112337736.0
2025-05-01,7,Kitchen Ventilation Systems,1000000000.0,108236752.0
2025-06-01,7,Kitchen Ventilation Systems,1000000000.0,108574792.0
2025-07-01,7,Kitchen Ventilation Systems,1000000000.0,104284880.0
2025-08-01,7,Kitchen Ventilation Systems,1000000000.0,102280424.0
2025-09-01,7,Kitchen Ventilation Systems,1000000000.0,104145408.0
2025-10-01,7,Kitchen Ventilation Systems,1000000000.0,108209920.0
2025-11-01,7,Kitchen Ventilation Systems,1000000000.0,113990360.0
2025-12-01,7,Kitchen Ventilation Systems,1000000000.0,103866776.0
2019-01-01,8,Integrated Stovetops,1609391868.0,132097387.0840676
2019-02-01,8,Integrated Stovetops,1933854653.0,177893236.0318194
2019-03-01,8,Integrated Stovetops,1221878255.0,152734548.3695648
2019-04-01,8,Integrated Stovetops,1299219284.0,125256920.15113112
2019-05-01,8,Integrated Stovetops,1300377639.0,146763129.7303973
2019-06-01,8,Integrated Stovetops,1176883743.0,102067727.16092405
2019-07-01,8,Integrated Stovetops,1764527734.0,159138706.36396027
2019-08-01,8,Integrated Stovetops,1934321964.0,250062347.96114776
2019-09-01,8,Integrated Stovetops,1967260005.0,215895723.35080653
2019-10-01,8,Integrated Stovetops,1675699620.0,217161641.1045864
2019-11-01,8,Integrated Stovetops,1291485349.0,124336962.36564869
2019-12-01,8,Integrated Stovetops,1125522763.0,108749715.54619467
2020-01-01,8,Integrated Stovetops,1119121215.0,130695767.69069724
2020-02-01,8,Integrated Stovetops,1503901901.0,143980380.24646577
2020-03-01,8,Integrated Stovetops,1855697238.0,210845919.0528165
2020-04-01,8,Integrated Stovetops,1521969194.0,188070588.6810691
2020-05-01,8,Integrated Stovetops,1808987455.0,211389427.9907385
2020-06-01,8,Integrated Stovetops,1196806863.0,134904723.02946606
2020-07-01,8,Integrated Stovetops,1444432131.0,130312533.285613
2020-08-01,8,Integrated Stovetops,1659859802.0,170591078.29157633
2020-09-01,8,Integrated Stovetops,1613599186.0,161009838.55646437
2020-10-01,8,Integrated Stovetops,1964054928.0,157252657.61066926
2020-11-01,8,Integrated Stovetops,1434230455.0,185163110.8793588
2020-12-01,8,Integrated Stovetops,1773130665.0,163701754.1405535
2021-01-01,8,Integrated Stovetops,1854116063.0,201862673.30144128
2021-02-01,8,Integrated Stovetops,1093266829.0,90109276.16316706
2021-03-01,8,Integrated Stovetops,1855563439.0,230818256.82423
2021-04-01,8,Integrated Stovetops,1017111330.0,117549111.25475954
2021-05-01,8,Integrated Stovetops,1640884624.0,178484252.48511654
2021-06-01,8,Integrated Stovetops,1200513340.0,115617453.68003884
2021-07-01,8,Integrated Stovetops,1745532933.0,181769662.69557127
2021-08-01,8,Integrated Stovetops,1047006915.0,116213452.6203654
2021-09-01,8,Integrated Stovetops,1371116529.0,157300381.24957848
2021-10-01,8,Integrated Stovetops,1352205476.0,126396324.49782062
2021-11-01,8,Integrated Stovetops,1188412873.0,110228621.86991352
2021-12-01,8,Integrated Stovetops,1743036512.0,206946153.37314537
2022-01-01,8,Integrated Stovetops,1973096006.0,193596905.91417563
2022-02-01,8,Integrated Stovetops,1659921174.0,214546666.86726037
2022-03-01,8,Integrated Stovetops,1038956911.0,123863191.8398166
2022-04-01,8,Integrated Stovetops,1259152130.0,127659593.13054448
2022-05-01,8,Integrated Stovetops,1463429316.0,132505776.39184102
2022-06-01,8,Integrated Stovetops,1066690606.0,87540820.90410206
2022-07-01,8,Integrated Stovetops,1022791548.0,119252325.6576668
2022-08-01,8,Integrated Stovetops,1109568995.0,124164831.11445308
2022-09-01,8,Integrated Stovetops,1836737525.0,158644102.3300864
2022-10-01,8,Integrated Stovetops,1024841389.0,95067754.70287438
2022-11-01,8,Integrated Stovetops,1318917866.0,151269996.50207117
2022-12-01,8,Integrated Stovetops,1946637863.0,247772272.57366464
2023-01-01,8,Integrated Stovetops,1679559336.0,160919311.27224708
2023-02-01,8,Integrated Stovetops,1865113932.0,240227579.5165409
2023-03-01,8,Integrated Stovetops,1415698448.0,176484746.05952087
2023-04-01,8,Integrated Stovetops,1141703572.0,146110800.40410632
2023-05-01,8,Integrated Stovetops,1515905437.0,140824834.67247072
2023-06-01,8,Integrated Stovetops,1287197347.0,112142540.342373
2023-07-01,8,Integrated Stovetops,1324753773.0,153081719.47792608
2023-08-01,8,Integrated Stovetops,1562173555.0,141727038.2193043
2023-09-01,8,Integrated Stovetops,1235791681.0,114720710.31114872
2023-10-01,8,Integrated Stovetops,1702241024.0,137440142.9120586
2023-11-01,8,Integrated Stovetops,1346807155.0,156938010.79227588
2023-12-01,8,Integrated Stovetops,1730421712.0,194747124.5340889
2024-01-01,8,Integrated Stovetops,1434622920.0,153861741.0028532
2024-02-01,8,Integrated Stovetops,1564437154.0,147253554.35700673
2024-03-01,8,Integrated Stovetops,1269453118.0,125285950.16157565
2024-04-01,8,Integrated Stovetops,1548041282.0,193537567.3474357
2024-05-01,8,Integrated Stovetops,1005950823.0,101964569.61140452
2024-06-01,8,Integrated Stovetops,1252077813.0,122269427.19623332
2024-07-01,8,Integrated Stovetops,1761834413.0,222070013.86064696
2024-08-01,8,Integrated Stovetops,1271839477.0,141291333.96557587
2024-09-01,8,Integrated Stovetops,1602226283.0,177993410.01207772
2024-10-01,8,Integrated Stovetops,1658029810.0,159890195.2453258
2024-11-01,8,Integrated Stovetops,1872352587.0,177811349.28840056
2024-12-01,8,Integrated Stovetops,1622369785.0,172394794.45404726
2025-01-01,8,Integrated Stovetops,1477332608.0,135698912.0
2025-02-01,8,Integrated Stovetops,1435751040.0,145417344.0
2025-03-01,8,Integrated Stovetops,1420601216.0,133544040.0
2025-04-01,8,Integrated Stovetops,1259838720.0,129912104.0
2025-05-01,8,Integrated Stovetops,1368447232.0,121227736.0
2025-06-01,8,Integrated Stovetops,1371440512.0,113029232.0
2025-07-01,8,Integrated Stovetops,1429859200.0,132165288.0
2025-08-01,8,Integrated Stovetops,1437217792.0,146963920.0
2025-09-01,8,Integrated Stovetops,1555736576.0,147626272.0
2025-10-01,8,Integrated Stovetops,1496535680.0,150881552.0
2025-11-01,8,Integrated Stovetops,1502361088.0,135442256.0
2025-12-01,8,Integrated Stovetops,1625367552.0,153579440.0
2019-01-01,9,Cooking Appliances,1588521571.0,140321866.46129367
2019-02-01,9,Cooking Appliances,1808240768.0,161054837.6323133
2019-03-01,9,Cooking Appliances,1040060844.0,91095177.8712136
2019-04-01,9,Cooking Appliances,1040735639.0,104449450.67478296
2019-05-01,9,Cooking Appliances,1262204720.0,113197130.2051333
2019-06-01,9,Cooking Appliances,1145918840.0,81096814.35253733
2019-07-01,9,Cooking Appliances,1913832625.0,137805311.34286663
2019-08-01,9,Cooking Appliances,1158993605.0,106855466.98316269
2019-09-01,9,Cooking Appliances,1324770416.0,145268673.77069023
2019-10-01,9,Cooking Appliances,1485607218.0,145620748.24078572
2019-11-01,9,Cooking Appliances,1236375155.0,100762033.58783266
2019-12-01,9,Cooking Appliances,1043536049.0,84592441.58872396
2020-01-01,9,Cooking Appliances,1742708742.0,171432449.42053178
2020-02-01,9,Cooking Appliances,1874279833.0,159346950.8566473
2020-03-01,9,Cooking Appliances,1984981127.0,161116382.1231281
2020-04-01,9,Cooking Appliances,1703973868.0,176049701.22003585
2020-05-01,9,Cooking Appliances,1457022874.0,152257500.17852473
2020-06-01,9,Cooking Appliances,1009477513.0,81156498.4639108
2020-07-01,9,Cooking Appliances,1555309427.0,116026087.74327224
2020-08-01,9,Cooking Appliances,1527773603.0,145480391.02659985
2020-09-01,9,Cooking Appliances,1516363310.0,114068103.4115452
2020-10-01,9,Cooking Appliances,1897222075.0,207279864.58469287
2020-11-01,9,Cooking Appliances,1846339251.0,170865353.34835714
2020-12-01,9,Cooking Appliances,1985732279.0,155671995.03886047
2021-01-01,9,Cooking Appliances,1550686269.0,136906117.43842962
2021-02-01,9,Cooking Appliances,1612319181.0,173470529.8743211
2021-03-01,9,Cooking Appliances,1759148678.0,184421083.4711016
2021-04-01,9,Cooking Appliances,1597704506.0,170818603.22349864
2021-05-01,9,Cooking Appliances,1434626924.0,103310548.72563508
2021-06-01,9,Cooking Appliances,1180080778.0,107740060.19545236
2021-07-01,9,Cooking Appliances,1680176642.0,128895225.17903309
2021-08-01,9,Cooking Appliances,1744681716.0,169829164.95383564
2021-09-01,9,Cooking Appliances,1709183736.0,162604884.02295017
2021-10-01,9,Cooking Appliances,1032876618.0,107425971.58486496
2021-11-01,9,Cooking Appliances,1136254125.0,102456911.65132733
2021-12-01,9,Cooking Appliances,1571330051.0,120283963.08278032
2022-01-01,9,Cooking Appliances,1399741400.0,102703781.28083144
2022-02-01,9,Cooking Appliances,1553617435.0,142019664.131031
2022-03-01,9,Cooking Appliances,1259186833.0,125583474.1591102
2022-04-01,9,Cooking Appliances,1413756888.0,103639710.7330491
2022-05-01,9,Cooking Appliances,1598482900.0,129247639.01143175
2022-06-01,9,Cooking Appliances,1945655192.0,211819408.2974825
2022-07-01,9,Cooking Appliances,1386301611.0,136751922.33776963
2022-08-01,9,Cooking Appliances,1130223786.0,97860360.5034019
2022-09-01,9,Cooking Appliances,1534973858.0,166068221.26888072
2022-10-01,9,Cooking Appliances,1544423737.0,164478931.64480567
2022-11-01,9,Cooking Appliances,1259373174.0,123117120.62435503
2022-12-01,9,Cooking Appliances,1605278080.0,140470694.2127637
2023-01-01,9,Cooking Appliances,1925504287.0,148767985.49727112
2023-02-01,9,Cooking Appliances,1276177196.0,135757970.39914423
2023-03-01,9,Cooking Appliances,1938062751.0,195985031.462028
2023-04-01,9,Cooking Appliances,1003731562.0,74229808.38357149
2023-05-01,9,Cooking Appliances,1098077394.0,84135089.84028946
2023-06-01,9,Cooking Appliances,1429547082.0,143048188.68264216
2023-07-01,9,Cooking Appliances,1387531979.0,143412805.936199
2023-08-01,9,Cooking Appliances,1525912774.0,141802202.8490478
2023-09-01,9,Cooking Appliances,1971847672.0,177830470.57439908
2023-10-01,9,Cooking Appliances,1086432897.0,76963344.41972584
2023-11-01,9,Cooking Appliances,1275272791.0,113742891.76688483
2023-12-01,9,Cooking Appliances,1247730931.0,120750748.86032069
2024-01-01,9,Cooking Appliances,1241026465.0,107669901.65861124
2024-02-01,9,Cooking Appliances,1645959547.0,144587034.79013383
2024-03-01,9,Cooking Appliances,1045534159.0,114762813.50497767
2024-04-01,9,Cooking Appliances,1359410072.0,133477755.91211608
2024-05-01,9,Cooking Appliances,1907205121.0,166483108.32010517
2024-06-01,9,Cooking Appliances,1132451784.0,115024261.29614714
2024-07-01,9,Cooking Appliances,1232510082.0,113345640.76501684
2024-08-01,9,Cooking Appliances,1001943749.0,102981812.74697492
2024-09-01,9,Cooking Appliances,1702413306.0,140349728.03502285
2024-10-01,9,Cooking Appliances,1959920473.0,173196898.14929768
2024-11-01,9,Cooking Appliances,1934536313.0,148376977.53678474
2024-12-01,9,Cooking Appliances,1857095743.0,159665762.62291637
2025-01-01,9,Cooking Appliances,1680275840.0,156775776.0
2025-02-01,9,Cooking Appliances,1573517952.0,151593280.0
2025-03-01,9,Cooking Appliances,1753327360.0,163061424.0
2025-04-01,9,Cooking Appliances,1449604864.0,135935888.0
2025-05-01,9,Cooking Appliances,1327496832.0,123074504.0
2025-06-01,9,Cooking Appliances,1289750528.0,138740800.0
2025-07-01,9,Cooking Appliances,1396961792.0,140843104.0
2025-08-01,9,Cooking Appliances,1341218176.0,144523552.0
2025-09-01,9,Cooking Appliances,1507459584.0,130641328.0
2025-10-01,9,Cooking Appliances,1515877248.0,146396624.0
2025-11-01,9,Cooking Appliances,1506870784.0,129659904.0
2025-12-01,9,Cooking Appliances,1574677760.0,131070648.0
2019-01-01,10,Baking Ovens,1316446639.0,156476074.87353122
2019-02-01,10,Baking Ovens,1334878370.0,133994602.21393327
2019-03-01,10,Baking Ovens,1605433536.0,168293753.0308594
2019-04-01,10,Baking Ovens,1246740344.0,136753833.03459033
2019-05-01,10,Baking Ovens,1433012288.0,146224559.35357264
2019-06-01,10,Baking Ovens,1353720769.0,133647081.63530144
2019-07-01,10,Baking Ovens,1170244790.0,127641474.03883769
2019-08-01,10,Baking Ovens,1647141620.0,166027523.04374874
2019-09-01,10,Baking Ovens,1612832885.0,164595819.7936711
2019-10-01,10,Baking Ovens,1421906061.0,156996623.09694073
2019-11-01,10,Baking Ovens,1719715446.0,188455373.2387267
2019-12-01,10,Baking Ovens,1365115475.0,121526356.8175508
2020-01-01,10,Baking Ovens,1988164601.0,211093696.10839212
2020-02-01,10,Baking Ovens,1247641860.0,123789878.56309351
2020-03-01,10,Baking Ovens,1060112289.0,88250601.48701961
2020-04-01,10,Baking Ovens,1275779698.0,145951784.84212512
2020-05-01,10,Baking Ovens,1086303057.0,88845567.16897818
2020-06-01,10,Baking Ovens,1105076922.0,91822717.5583783
2020-07-01,10,Baking Ovens,1635534141.0,188801540.849316
2020-08-01,10,Baking Ovens,1628393024.0,138341495.78067172
2020-09-01,10,Baking Ovens,1011296577.0,91048825.47176874
2020-10-01,10,Baking Ovens,1495257894.0,171238886.81763795
2020-11-01,10,Baking Ovens,1711618611.0,173081241.0135685
2020-12-01,10,Baking Ovens,1372300523.0,117357591.34768352
2021-01-01,10,Baking Ovens,1494354869.0,139934583.3999585
2021-02-01,10,Baking Ovens,1626255893.0,165961744.1968869
2021-03-01,10,Baking Ovens,1603042437.0,188211307.9351864
2021-04-01,10,Baking Ovens,1582543630.0,150134030.7006013
2021-05-01,10,Baking Ovens,1648636957.0,166805688.27301124
2021-06-01,10,Baking Ovens,1376455276.0,144033664.72420132
2021-07-01,10,Baking Ovens,1240053608.0,146355414.23191136
2021-08-01,10,Baking Ovens,1318821320.0,127482924.194141
2021-09-01,10,Baking Ovens,1758299749.0,162652302.43365994
2021-10-01,10,Baking Ovens,1076125645.0,119885520.6760674
2021-11-01,10,Baking Ovens,1589345008.0,133430523.1310205
2021-12-01,10,Baking Ovens,1210499415.0,133479370.73170789
2022-01-01,10,Baking Ovens,1632391490.0,140331884.0140178
2022-02-01,10,Baking Ovens,1787517517.0,178937379.6890625
2022-03-01,10,Baking Ovens,1275740190.0,148187275.61435044
2022-04-01,10,Baking Ovens,1571452691.0,150535289.80038145
2022-05-01,10,Baking Ovens,1085859790.0,109051677.24574728
2022-06-01,10,Baking Ovens,1006565233.0,119853471.6681137
2022-07-01,10,Baking Ovens,1463020931.0,157175288.18205234
2022-08-01,10,Baking Ovens,1346730628.0,124758202.08738506
2022-09-01,10,Baking Ovens,1700056794.0,189655903.7651416
2022-10-01,10,Baking Ovens,1455126539.0,157849049.4125451
2022-11-01,10,Baking Ovens,1524344827.0,157097401.46776325
2022-12-01,10,Baking Ovens,1073745675.0,115908858.57662748
2023-01-01,10,Baking Ovens,1562595561.0,128546915.01882768
2023-02-01,10,Baking Ovens,1318927679.0,110146000.4457667
2023-03-01,10,Baking Ovens,1173221967.0,129699542.19954376
2023-04-01,10,Baking Ovens,1988891820.0,169217789.68721634
2023-05-01,10,Baking Ovens,1415717926.0,166795442.40881822
2023-06-01,10,Baking Ovens,1584867495.0,187922566.96682107
2023-07-01,10,Baking Ovens,1584201159.0,136790612.1439519
2023-08-01,10,Baking Ovens,1766164202.0,189704976.8319085
2023-09-01,10,Baking Ovens,1316110097.0,115830738.9709494
2023-10-01,10,Baking Ovens,1533614226.0,124164733.49049868
2023-11-01,10,Baking Ovens,1927553564.0,203145467.8517004
2023-12-01,10,Baking Ovens,1028529966.0,83518760.81120688
2024-01-01,10,Baking Ovens,1764963005.0,149807107.13252777
2024-02-01,10,Baking Ovens,1237101836.0,119895182.53104568
2024-03-01,10,Baking Ovens,1666208733.0,169015922.0761995
2024-04-01,10,Baking Ovens,1768489991.0,170113481.87996313
2024-05-01,10,Baking Ovens,1053033447.0,123091819.26574124
2024-06-01,10,Baking Ovens,1113856780.0,121054361.03058976
2024-07-01,10,Baking Ovens,1279178461.0,120318875.56747945
2024-08-01,10,Baking Ovens,1000825868.0,80778314.09486508
2024-09-01,10,Baking Ovens,1932777852.0,190657797.7778365
2024-10-01,10,Baking Ovens,1851300643.0,208517337.2106408
2024-11-01,10,Baking Ovens,1037699545.0,122673559.43163808
2024-12-01,10,Baking Ovens,1186158671.0,95814713.0406476
2025-01-01,10,Baking Ovens,1692997760.0,179894512.0
2025-02-01,10,Baking Ovens,1501107584.0,157827104.0
2025-03-01,10,Baking Ovens,1195841792.0,121726768.0
2025-04-01,10,Baking Ovens,1360609792.0,131256752.0
2025-05-01,10,Baking Ovens,1547126016.0,143692928.0
2025-06-01,10,Baking Ovens,1606184448.0,170723264.0
2025-07-01,10,Baking Ovens,1669728128.0,175215344.0
2025-08-01,10,Baking Ovens,1740376960.0,174339712.0
2025-09-01,10,Baking Ovens,1846824320.0,154728400.0
2025-10-01,10,Baking Ovens,1739852928.0,157590176.0
2025-11-01,10,Baking Ovens,1661668224.0,186630160.0
